A B C D classA classB classC classD
51.585152 66.409946 -58.456526 -59.152193 0 0 0 1
60.274521 52.597878 -52.79267 -56.652966 0 0 0 1
60.464824 70.195085 -60.939564 -60.165847 0 0 0 1
65.981039 42.277853 -55.726816 -67.978989 0 0 0 1
60.318009 46.031441 -55.975773 -61.981336 0 0 0 1
59.93431 73.99188 -63.081154 -65.119661 0 0 0 1
61.873868 55.77672 -54.202336 -57.628415 0 0 0 1
54.861297 72.323424 -60.950899 -58.148834 0 0 0 1
62.874225 57.340689 -55.205439 -60.169422 0 0 0 1
61.865763 68.733098 -58.000248 -58.31485 0 0 0 1
62.810995 69.515195 -62.089092 -55.660955 0 0 0 1
59.798832 45.86907 -52.851131 -66.018969 0 0 0 1
58.139068 63.900194 -59.481167 -56.904012 0 0 0 1
51.033381 69.314714 -62.953647 -59.189589 0 0 0 1
82.379248 51.359751 -50.315703 -59.75159 0 0 0 1
35.739246 76.908619 -58.817914 -52.512518 0 0 0 1
56.959719 47.45398 -50.495889 -61.806538 0 0 0 1
71.787984 53.125307 -57.221618 -63.253455 0 0 0 1
16.000234 6.599983 6.502764 0.555051 1 0 0 0
-0.143942 5.009827 7.388988 3.91945 1 0 0 0
20.371998 -3.699889 2.689113 9.370149 1 0 0 0
6.342218 9.953783 7.129486 15.491541 1 0 0 0
-2.510893 13.443001 6.428106 15.247139 1 0 0 0
39.059272 -1.650209 -1.297754 0.602968 1 0 0 0
19.937592 5.76752 4.593086 3.063407 1 0 0 0
4.983624 21.798299 11.918612 17.062024 1 0 0 0
11.196775 3.622864 7.376175 10.354477 1 0 0 0
10.048633 4.737491 4.212193 5.491427 1 0 0 0
33.118505 -4.808399 -2.194315 1.578815 1 0 0 0
23.604204 1.046737 11.088743 1.177087 1 0 0 0
11.128107 4.658639 6.406597 -1.111868 1 0 0 0
-6.040859 2.462853 9.89809 19.706949 1 0 0 0
-0.142334 6.525304 8.492799 8.247445 1 0 0 0
3.394342 10.549225 6.536471 19.454003 1 0 0 0
13.158589 -3.102544 3.252891 -3.503686 1 0 0 0
1.266414 0.575953 5.001309 22.347501 1 0 0 0
7.541207 -2.287124 6.992775 6.985686 1 0 0 0
12.459171 -8.013633 3.237261 5.902089 1 0 0 0
13.935515 5.962945 3.838651 14.145608 1 0 0 0
10.082804 2.172742 5.105487 24.954236 1 0 0 0
3.188246 13.586019 10.221352 7.39379 1 0 0 0
22.926564 -0.241465 4.605868 -7.797037 1 0 0 0
13.496896 -0.067417 2.854462 11.127865 1 0 0 0
-1.511274 10.494917 9.529449 23.023754 1 0 0 0
16.97514 12.758218 6.352007 22.280948 1 0 0 0
7.511638 2.817585 5.913399 22.74655 1 0 0 0
31.561889 -8.622869 2.176328 -5.040222 1 0 0 0
10.436749 6.80552 6.092874 12.430884 1 0 0 0
8.643753 10.176146 2.38528 5.163977 1 0 0 0
1.681521 6.110499 5.978931 18.394714 1 0 0 0
-5.696883 15.105348 11.278913 22.592929 1 0 0 0
12.132589 -3.268325 4.977776 1.029809 1 0 0 0
16.220716 9.645084 4.035641 18.356235 1 0 0 0
7.79985 2.416459 5.910453 -4.082142 1 0 0 0
28.52697 1.600624 0.316122 -0.160672 1 0 0 0
19.77172 7.246271 5.19474 14.482455 1 0 0 0
26.157704 0.367741 10.482879 7.717535 1 0 0 0
25.517364 -3.915949 2.97145 15.031272 1 0 0 0
14.041159 -5.438849 5.95316 8.710569 1 0 0 0
-3.885115 11.45278 9.811663 22.226926 1 0 0 0
2.930726 5.7631 5.203856 7.248269 1 0 0 0
-10.695218 15.50651 13.17998 27.024642 1 0 0 0
26.621108 1.612559 2.767779 3.683086 1 0 0 0
28.509117 2.048147 4.05748 -3.868537 1 0 0 0
16.700495 5.481801 8.191317 5.487716 1 0 0 0
-0.257881 8.870828 6.785473 25.477336 1 0 0 0
26.203149 -6.617966 0.544238 6.701146 1 0 0 0
1.264527 2.680767 4.530419 6.397186 1 0 0 0
-53.762293 -64.837295 -61.48707 -74.457992 1 0 0 0
-78.696046 -47.374537 -54.778281 -50.340426 1 0 0 0
-31.019395 -66.230206 -66.552774 -81.313571 1 0 0 0
-64.867406 -36.128785 -52.258524 -48.611418 1 0 0 0
-54.467634 -70.377694 -62.595161 -63.592277 1 0 0 0
-45.936269 -55.506236 -60.68548 -58.55004 1 0 0 0
-54.763072 -53.588229 -61.807648 -66.390326 1 0 0 0
-41.20393 -59.566479 -61.476625 -74.895682 1 0 0 0
-71.191364 -45.014297 -55.081624 -56.452632 1 0 0 0
-82.201276 -52.63154 -48.103381 -45.804205 1 0 0 0
-70.049702 -50.358021 -55.581773 -48.496285 1 0 0 0
-53.284464 -54.513667 -55.696281 -59.404617 1 0 0 0
-80.803599 -47.82487 -49.799139 -46.955797 1 0 0 0
-63.67807 -58.007098 -61.308504 -61.616101 1 0 0 0
-62.162265 -52.96224 -55.148801 -58.710486 1 0 0 0
-44.136396 -40.256963 -48.712133 -47.750542 1 0 0 0
-51.285611 -66.800842 -63.898769 -77.892621 1 0 0 0
-54.866562 -57.460167 -55.930836 -60.221828 1 0 0 0
-61.6643 -58.647226 -63.397868 -67.948105 1 0 0 0
-52.513622 -56.270722 -58.639807 -65.717282 1 0 0 0
-43.827925 -62.959264 -58.851338 -69.773344 1 0 0 0
-68.155413 -50.368155 -64.122029 -62.06055 1 0 0 0
-35.779819 -57.085881 -63.161771 -61.650618 1 0 0 0
-33.104604 -68.347661 -63.859371 -81.350984 1 0 0 0
-55.081376 -62.772849 -63.303771 -55.59321 1 0 0 0
-81.015747 -36.403459 -43.88099 -52.033868 1 0 0 0
-67.843001 -51.034706 -56.380993 -67.390086 1 0 0 0
-56.183149 -59.797446 -55.110153 -50.381137 1 0 0 0
-62.93116 -55.818637 -54.916846 -60.034761 1 0 0 0
-56.28804 -57.968661 -60.901223 -65.677064 1 0 0 0
-43.068457 -67.765156 -58.810293 -65.358473 1 0 0 0
-96.20355 -44.497403 -49.823382 -51.856776 1 0 0 0
-69.492567 -47.551829 -50.451345 -49.566057 1 0 0 0
-76.986404 -49.43826 -57.940914 -66.172638 1 0 0 0
-53.697891 -57.676224 -55.941429 -68.844714 1 0 0 0
-78.422884 -46.997489 -54.996276 -52.251794 1 0 0 0
-36.498727 -55.769183 -58.054232 -72.861391 1 0 0 0
-53.984635 -60.025715 -58.290007 -69.533474 1 0 0 0
-48.72025 -58.385877 -61.14391 -58.286216 1 0 0 0
-38.903086 -61.552667 -56.945572 -67.549908 1 0 0 0
-57.121158 -49.303566 -57.416422 -53.259733 1 0 0 0
-57.500894 -54.030022 -54.683348 -57.265315 1 0 0 0
-86.56041 -43.251441 -56.545931 -47.542929 1 0 0 0
-65.539561 -55.196049 -57.349236 -69.765573 1 0 0 0
-42.388393 -55.424723 -55.18931 -71.354863 1 0 0 0
-58.705038 -58.781609 -60.867136 -72.690865 1 0 0 0
-54.778478 -54.69952 -51.808328 -58.479915 1 0 0 0
-67.631221 -53.350216 -51.9855 -62.530348 1 0 0 0
-53.296956 -62.821356 -59.74117 -64.603446 1 0 0 0
-51.869889 -58.969061 -57.096144 -61.325617 1 0 0 0
-14.870347 -1.528148 -21.706971 23.673276 0 1 0 0
-6.456027 3.486489 -11.507571 24.126961 0 1 0 0
-25.349808 -2.494985 -15.135098 25.70294 0 1 0 0
-1.12058 11.724696 2.437359 6.368129 0 1 0 0
-5.669984 9.385303 3.608234 4.842945 0 1 0 0
5.158331 8.384289 -3.629212 -2.125537 0 1 0 0
-13.395633 6.158008 -18.169121 23.941447 0 1 0 0
-8.695294 4.925604 -10.288993 25.71682 0 1 0 0
-10.379809 6.67544 -2.790334 9.912633 0 1 0 0
-12.059512 0.441855 -22.466285 28.241364 0 1 0 0
-17.081669 5.083174 -13.668403 12.534563 0 1 0 0
-6.471271 11.162993 -12.440799 13.283771 0 1 0 0
-21.791633 -4.076528 -17.488161 41.373098 0 1 0 0
-3.89122 6.59568 -5.046551 11.748227 0 1 0 0
-14.158709 5.606981 -11.96987 23.503723 0 1 0 0
-19.151818 2.35649 -14.763611 6.037715 0 1 0 0
-5.947688 4.614701 1.754364 16.548966 0 1 0 0
-4.65347 6.099084 3.27581 3.057303 0 1 0 0
-21.021848 0.056185 -18.166452 22.159499 0 1 0 0
-10.349297 0.984806 -4.792884 18.736974 0 1 0 0
-3.881103 4.301805 -11.59932 -7.183006 0 1 0 0
-9.2219 3.747782 -8.628155 -1.611854 0 1 0 0
0.006313 12.635016 0.57856 -1.196551 0 1 0 0
-14.458652 4.71559 -15.909135 18.444923 0 1 0 0
-7.08294 4.900627 -5.224444 15.109073 0 1 0 0
1.735312 15.12328 17.769556 -22.447402 0 1 0 0
0.092384 12.788392 -4.214802 3.647935 0 1 0 0
-12.559521 1.979589 -6.374122 15.249723 0 1 0 0
-19.968227 9.079879 0.031763 12.854584 0 1 0 0
-13.229695 12.776513 -9.877078 11.229853 0 1 0 0
-0.198318 10.124467 -5.781793 4.795468 0 1 0 0
-12.135543 4.781385 -0.350667 17.351836 0 1 0 0
-16.054567 2.869348 -18.307788 31.667528 0 1 0 0
-17.175776 2.581074 -5.215786 0.371154 0 1 0 0
-0.18855 8.242478 -2.964936 -3.46116 0 1 0 0
-11.786033 -1.357212 -15.308189 12.840389 0 1 0 0
-4.762832 10.473387 -6.007777 -17.2458 0 1 0 0
1.104801 2.735728 3.934864 -3.85345 0 1 0 0
-15.019338 4.569062 -11.276573 26.052148 0 1 0 0
-15.566155 0.467827 -25.186058 34.578579 0 1 0 0
-14.11839 4.698448 -21.803298 15.629583 0 1 0 0
-6.456446 6.901137 3.85986 2.401733 0 1 0 0
-10.760357 5.359349 2.246309 17.783298 0 1 0 0
-2.004891 8.71223 13.811182 12.687627 0 1 0 0
-13.681074 4.401564 4.429794 -9.800677 0 1 0 0
-8.991889 6.69141 -3.148089 18.281279 0 1 0 0
-0.146106 9.626377 -3.757964 -2.563507 0 1 0 0
-9.652812 4.279154 3.305043 14.511274 0 1 0 0
-5.69449 8.044159 7.080565 9.245574 0 1 0 0
-11.121248 6.598898 -1.897294 20.477121 0 1 0 0
54.81052 -58.84103 71.181118 -61.621156 0 1 0 0
61.189605 -54.447953 55.646931 -75.429872 0 1 0 0
74.316196 -47.474118 60.128212 -83.849202 0 1 0 0
57.201213 -61.28313 51.484086 -58.499997 0 1 0 0
64.835826 -53.924632 61.861197 -63.552943 0 1 0 0
54.075626 -64.031222 41.085248 -41.837693 0 1 0 0
56.937797 -57.511535 56.562321 -59.441759 0 1 0 0
63.562266 -52.595285 60.811418 -67.51844 0 1 0 0
60.994266 -60.993385 47.310627 -39.568946 0 1 0 0
58.710171 -54.578293 64.236587 -64.591334 0 1 0 0
56.96339 -54.752673 45.946379 -61.338015 0 1 0 0
59.576344 -58.524981 50.687137 -47.620671 0 1 0 0
68.012387 -48.196984 63.110218 -70.09925 0 1 0 0
69.934299 -51.171601 73.092992 -63.315131 0 1 0 0
59.318682 -59.462546 58.345023 -55.402914 0 1 0 0
51.693763 -64.425192 35.178485 -33.564597 0 1 0 0
60.220119 -55.677221 53.102089 -56.455781 0 1 0 0
66.537939 -55.807519 70.219556 -67.298033 0 1 0 0
56.362679 -58.513085 69.42175 -48.272851 0 1 0 0
57.695731 -52.232389 52.525549 -69.186801 0 1 0 0
52.861573 -56.377768 65.605028 -64.881832 0 1 0 0
58.081255 -52.479129 66.717755 -75.292388 0 1 0 0
56.73928 -56.38436 55.394694 -64.721486 0 1 0 0
54.792456 -67.458336 41.08137 -59.215741 0 1 0 0
54.538573 -57.192385 49.075366 -60.804617 0 1 0 0
64.916207 -57.557853 61.77453 -56.121562 0 1 0 0
58.254389 -57.963907 57.390921 -61.775021 0 1 0 0
48.447985 -56.793111 54.167212 -57.309423 0 1 0 0
70.72619 -52.705893 69.855007 -80.335562 0 1 0 0
50.428988 -61.363735 54.487654 -66.21189 0 1 0 0
52.362632 -59.438538 35.298644 -55.528762 0 1 0 0
68.241764 -50.963362 70.266424 -83.026619 0 1 0 0
62.657116 -48.703751 57.467868 -50.318124 0 1 0 0
69.076529 -53.344206 64.62867 -64.558159 0 1 0 0
71.90876 -48.544334 82.520535 -74.373087 0 1 0 0
59.874533 -58.494626 50.301761 -41.661748 0 1 0 0
63.243318 -61.648327 50.369616 -68.021743 0 1 0 0
62.64671 -53.260188 65.872958 -78.692817 0 1 0 0
48.579547 -57.330291 53.213062 -55.790397 0 1 0 0
59.664749 -59.185873 58.299218 -60.276789 0 1 0 0
41.564991 -56.461156 34.791278 -32.035358 0 1 0 0
58.135268 -61.591695 58.284228 -43.053059 0 1 0 0
75.694611 -44.93576 74.949877 -92.155297 0 1 0 0
72.175722 -53.353881 67.75733 -69.733213 0 1 0 0
47.523081 -59.04172 36.829765 -45.380573 0 1 0 0
59.054487 -57.370081 44.213212 -46.757195 0 1 0 0
53.546799 -52.226424 52.987824 -67.304023 0 1 0 0
65.429786 -55.898886 64.440723 -67.929716 0 1 0 0
61.14428 -50.711697 50.607197 -57.445167 0 1 0 0
55.706229 -55.107453 47.244264 -37.12264 0 1 0 0
6.752866 -11.260433 8.106706 -13.801721 0 0 1 0
5.857009 1.440381 4.161616 -12.570625 0 0 1 0
12.763393 0.170933 2.552027 -10.085444 0 0 1 0
9.502347 -1.302799 5.323506 -13.849734 0 0 1 0
9.675223 -11.367227 11.914572 -15.142684 0 0 1 0
3.79717 -18.95706 21.413989 -8.602196 0 0 1 0
5.560251 -14.418256 2.591616 -7.202993 0 0 1 0
5.228361 -10.001682 11.067804 -5.570873 0 0 1 0
10.97611 -2.370571 0.71821 -8.945024 0 0 1 0
5.262565 -16.570932 22.719354 -11.932093 0 0 1 0
5.936525 -15.576771 19.026879 -12.890997 0 0 1 0
14.78593 -4.820268 -11.798814 -3.864579 0 0 1 0
5.098967 -5.260163 21.463595 -13.844715 0 0 1 0
11.06811 -14.480428 19.128169 -18.103296 0 0 1 0
9.779364 -11.784544 11.644395 -18.656284 0 0 1 0
7.630097 -6.605943 24.745462 -23.517219 0 0 1 0
12.445678 10.157653 -2.834181 2.398774 0 0 1 0
9.578102 4.407196 -0.850987 -17.921857 0 0 1 0
10.63083 -4.1325 -1.238315 -4.063921 0 0 1 0
9.898248 -5.424312 14.042781 -17.353228 0 0 1 0
16.096478 19.065514 -3.991761 -6.812308 0 0 1 0
10.45947 2.378142 2.735173 -11.480828 0 0 1 0
8.996281 -18.258229 14.134956 -22.369879 0 0 1 0
3.354389 -6.61842 17.240218 -13.115884 0 0 1 0
8.140733 -7.266359 15.045092 -15.221968 0 0 1 0
15.518869 -1.098178 7.707383 -12.696185 0 0 1 0
8.377832 -8.80806 10.396078 -12.517765 0 0 1 0
5.055617 -12.712089 26.875328 -14.14023 0 0 1 0
5.842977 -16.883343 13.426191 -21.251781 0 0 1 0
11.790071 -7.045904 9.677392 -10.603833 0 0 1 0
8.116166 -14.813901 13.61207 -13.720483 0 0 1 0
5.371543 -28.860814 39.108775 -24.807426 0 0 1 0
14.24917 2.348724 -7.914327 -5.816148 0 0 1 0
8.372293 -2.459359 4.463918 -15.083787 0 0 1 0
7.252592 -13.111228 6.616733 -9.039289 0 0 1 0
16.159739 -4.083234 3.753751 -1.413383 0 0 1 0
8.18783 -6.777213 -2.913424 -10.96138 0 0 1 0
8.730539 -15.38001 14.917882 -7.756828 0 0 1 0
14.959188 9.4689 -4.418239 -3.991579 0 0 1 0
6.189961 2.795362 -9.380993 -1.091111 0 0 1 0
10.216957 -12.150019 -4.325095 -10.202624 0 0 1 0
7.634484 -16.779818 12.717932 -22.460774 0 0 1 0
15.231199 -0.11964 0.429515 -12.56599 0 0 1 0
12.222139 -10.408177 -4.235361 -12.268669 0 0 1 0
6.123591 -4.511662 -2.26719 -5.957364 0 0 1 0
8.495352 -17.760805 23.978562 -23.316964 0 0 1 0
10.008521 -13.032675 -2.725006 -7.051391 0 0 1 0
2.025858 -13.116593 28.649735 -16.441294 0 0 1 0
5.707854 -19.735039 32.327515 -27.0451 0 0 1 0
3.726119 -12.039699 -0.189033 -21.761594 0 0 1 0
-53.05247 64.66055 -56.652229 69.364367 0 0 1 0
-65.231352 46.633298 -39.671563 56.488792 0 0 1 0
-61.421791 56.774524 -56.622939 59.037534 0 0 1 0
-58.040222 54.772106 -57.687261 65.500024 0 0 1 0
-61.010517 46.626681 -50.078502 45.429678 0 0 1 0
-59.820913 54.333895 -60.97249 61.898354 0 0 1 0
-59.101446 62.727091 -60.14325 67.90012 0 0 1 0
-58.753093 56.915279 -64.90006 68.005704 0 0 1 0
-59.08409 74.534607 -75.687778 65.075813 0 0 1 0
-61.156557 52.662944 -62.074071 62.751134 0 0 1 0
-66.468941 41.469749 -37.016592 53.051778 0 0 1 0
-56.396477 56.714211 -63.02673 74.525816 0 0 1 0
-50.324631 64.141586 -73.116479 76.980798 0 0 1 0
-61.359924 70.305658 -71.30788 59.116502 0 0 1 0
-58.96542 65.503987 -51.50912 64.325694 0 0 1 0
-59.899333 43.994928 -68.216323 56.523326 0 0 1 0
-63.010244 58.642441 -54.486018 53.00054 0 0 1 0
-56.289907 65.802059 -58.756974 73.278521 0 0 1 0
-56.894875 52.613124 -56.131141 66.16114 0 0 1 0
-59.806236 46.525633 -54.950614 62.495554 0 0 1 0
-62.944368 58.841602 -35.386251 64.620506 0 0 1 0
-69.284238 47.287611 -50.268751 56.992764 0 0 1 0
-59.183593 40.35111 -36.638117 61.987255 0 0 1 0
-60.885701 60.419389 -44.729413 61.337336 0 0 1 0
-59.23225 55.557153 -56.35639 59.023813 0 0 1 0
-62.321574 55.871777 -56.098899 54.007871 0 0 1 0
-59.275322 68.171416 -73.164761 61.428299 0 0 1 0
-61.389449 58.372174 -57.592382 66.699106 0 0 1 0
-59.855022 62.500958 -58.383357 64.299189 0 0 1 0
-58.152868 52.233462 -63.936276 67.175776 0 0 1 0
-58.632489 55.415839 -62.822771 64.131104 0 0 1 0
-64.191414 64.210535 -68.011841 64.65783 0 0 1 0
-58.072746 47.856448 -55.835888 60.257809 0 0 1 0
-65.859276 33.382482 -49.379049 61.883061 0 0 1 0
-58.523545 71.149535 -73.896208 64.271335 0 0 1 0
-62.447537 49.933658 -57.788345 63.246347 0 0 1 0
-59.179846 60.459507 -58.113488 62.9279 0 0 1 0
-69.940411 52.426083 -62.910804 68.284778 0 0 1 0
-60.025235 52.429039 -64.406385 58.50775 0 0 1 0
-56.959889 51.334755 -47.891539 59.423371 0 0 1 0
-63.871133 46.576857 -47.602874 65.901237 0 0 1 0
-62.495187 78.524941 -50.396828 66.494797 0 0 1 0
-58.722516 48.459571 -44.189938 47.270779 0 0 1 0
-55.605794 74.505849 -60.6279 70.511508 0 0 1 0
-65.580928 51.046202 -44.323616 63.824044 0 0 1 0
-63.072005 60.423188 -59.366428 59.780025 0 0 1 0
-57.368877 57.747275 -57.182284 64.427301 0 0 1 0
-62.572702 50.060135 -51.684188 63.167479 0 0 1 0
-60.355059 63.491284 -58.549909 72.68006 0 0 1 0
-58.872255 59.136763 -60.251284 64.52736 0 0 1 0
-22.295403 2.166321 4.595951 14.922452 0 0 0 1
-0.591884 -20.764756 7.729857 11.159697 0 0 0 1
-19.505149 7.45363 4.16152 8.620421 0 0 0 1
5.560804 -12.789806 19.898383 6.673275 0 0 0 1
7.419716 2.54143 6.617254 5.700092 0 0 0 1
15.642305 -32.066766 19.896532 1.30831 0 0 0 1
-20.208071 2.020401 -1.574683 15.778507 0 0 0 1
-16.131415 10.761863 17.84125 9.138011 0 0 0 1
-14.501494 -26.343257 10.253121 7.844238 0 0 0 1
-20.042971 -8.743045 8.981304 11.577455 0 0 0 1
-15.684782 5.969711 0.88503 13.330551 0 0 0 1
-6.39099 -40.020088 -1.503417 11.286831 0 0 0 1
-7.503812 -18.96415 10.056644 14.017995 0 0 0 1
-4.931356 -7.597625 -0.234647 10.238328 0 0 0 1
-4.976683 -13.181981 4.898668 6.796745 0 0 0 1
-25.504488 -2.134565 2.607736 15.028968 0 0 0 1
-5.500536 -12.562081 11.889235 10.944058 0 0 0 1
-13.025221 -9.214805 7.404638 8.71217 0 0 0 1
0.853344 4.106622 13.544357 9.755679 0 0 0 1
-14.432198 -2.392975 2.124508 12.906226 0 0 0 1
-15.616508 15.122703 10.292407 10.625818 0 0 0 1
-13.991037 -5.998312 4.544453 7.045017 0 0 0 1
-0.331722 -16.503424 6.580015 2.791389 0 0 0 1
-19.928017 5.709884 -4.302994 12.747847 0 0 0 1
-17.091436 -2.201578 3.667764 12.580741 0 0 0 1
-3.30061 -24.01883 11.078655 5.60626 0 0 0 1
-9.922797 2.597335 3.029242 10.052644 0 0 0 1
-2.956777 -14.273588 13.091906 6.847593 0 0 0 1
-29.523386 17.289309 -8.85461 15.888657 0 0 0 1
-13.708997 8.605617 -2.061855 10.862366 0 0 0 1
-8.74124 2.023828 14.248537 10.609162 0 0 0 1
-3.090835 -18.791405 9.105416 9.917511 0 0 0 1
-17.549494 4.177496 7.077548 10.859698 0 0 0 1
-14.08553 -4.38921 -0.77735 10.256624 0 0 0 1
5.583359 -2.248337 12.737429 9.826016 0 0 0 1
-17.648718 15.349054 -4.327747 19.997897 0 0 0 1
3.830876 -17.624806 9.140751 8.224983 0 0 0 1
-14.209134 3.948626 7.983875 15.932552 0 0 0 1
-4.784896 -41.136246 14.54812 2.593639 0 0 0 1
-11.45729 -21.626854 20.490812 1.458872 0 0 0 1
-19.281014 8.182805 -0.775264 13.172304 0 0 0 1
-8.227845 5.476776 -3.967942 14.247696 0 0 0 1
-3.58393 -14.2878 14.847931 7.741647 0 0 0 1
-6.956251 12.420967 -0.592291 13.516199 0 0 0 1
-6.033382 -2.498876 1.747238 10.198911 0 0 0 1
-20.89884 30.212597 -2.06795 14.875213 0 0 0 1
-7.064019 11.911529 -2.368843 9.370572 0 0 0 1
5.266055 -10.147195 13.926353 5.186154 0 0 0 1
2.509721 -21.245666 13.117127 10.578215 0 0 0 1
-13.790619 21.892324 -1.769075 15.853087 0 0 0 1
63.813348 61.965328 -55.669342 -61.197285 0 0 0 1
41.188228 72.665282 -67.904118 -52.351437 0 0 0 1
55.114612 65.922685 -66.849691 -58.527776 0 0 0 1
69.508515 57.566321 -51.533093 -67.227702 0 0 0 1
77.095909 44.37557 -52.076991 -63.563253 0 0 0 1
62.265231 64.658413 -65.783974 -54.934393 0 0 0 1
57.953561 60.05558 -63.599515 -60.52396 0 0 0 1
68.786249 41.584033 -56.774723 -66.486429 0 0 0 1
54.635771 63.334334 -59.64107 -61.120342 0 0 0 1
51.365535 62.362901 -62.06932 -58.648949 0 0 0 1
40.62634 60.338447 -72.531144 -57.465767 0 0 0 1
63.640974 50.829233 -56.325148 -63.617283 0 0 0 1
55.007121 58.387898 -59.923639 -65.482888 0 0 0 1
55.284242 76.333907 -66.296847 -55.894064 0 0 0 1
65.354334 43.090921 -54.46378 -65.007945 0 0 0 1
64.784445 55.324752 -58.418828 -65.603654 0 0 0 1
76.421084 51.671377 -48.317436 -62.438188 0 0 0 1
68.839948 57.032661 -53.698313 -65.943261 0 0 0 1
61.378108 51.561495 -65.960196 -59.719771 0 0 0 1
53.112555 63.005863 -52.920447 -60.097286 0 0 0 1
64.079767 58.127928 -52.085599 -58.439242 0 0 0 1
53.314481 65.923116 -55.676511 -64.460103 0 0 0 1
80.9588 35.228929 -45.246752 -70.021682 0 0 0 1
78.952593 35.210415 -49.397407 -63.136293 0 0 0 1
66.626599 43.273861 -55.682954 -56.549712 0 0 0 1
69.192293 44.300134 -45.515109 -67.269035 0 0 0 1
57.368216 44.440542 -52.771393 -59.047072 0 0 0 1
47.132304 63.361656 -66.428093 -60.560642 0 0 0 1
71.211311 48.502823 -49.707675 -68.373281 0 0 0 1
55.123871 46.914726 -46.903519 -61.650186 0 0 0 1
66.675432 42.484806 -54.289306 -64.462635 0 0 0 1
76.455334 59.890561 -49.156014 -63.53979 0 0 0 1
80.812917 28.605853 -52.474498 -72.176189 0 0 0 1
70.679655 56.607989 -49.869013 -61.805572 0 0 0 1
63.989283 30.802536 -53.406974 -59.629552 0 0 0 1
56.592931 66.447708 -57.999867 -60.050977 0 0 0 1
55.19739 74.14688 -60.878983 -56.650862 0 0 0 1
55.418738 75.247602 -55.322738 -63.851551 0 0 0 1
63.902168 54.691259 -56.391789 -67.450125 0 0 0 1
48.891686 48.336612 -62.267004 -63.834808 0 0 0 1
53.075661 83.787366 -56.448405 -61.684927 0 0 0 1
56.617699 57.290449 -54.582879 -58.093042 0 0 0 1
59.461671 43.301625 -50.83446 -63.401197 0 0 0 1
66.623887 48.418375 -41.602724 -69.761861 0 0 0 1
80.949786 37.165729 -45.000222 -64.716792 0 0 0 1
63.013301 51.875702 -64.621676 -63.907397 0 0 0 1
62.135905 46.87765 -48.075947 -63.548784 0 0 0 1
61.093652 61.174526 -49.519838 -63.219451 0 0 0 1
58.915048 69.714915 -65.733109 -55.2704 0 0 0 1
45.09063 60.080057 -63.319422 -59.600748 0 0 0 1
10.411797 9.382971 7.726059 8.570069 1 0 0 0
6.787437 5.563854 7.403905 13.612128 1 0 0 0
6.014406 9.742249 8.850047 13.327797 1 0 0 0
30.709548 -5.707293 -4.002181 -1.967246 1 0 0 0
36.348509 -8.11803 -2.00478 -12.841993 1 0 0 0
10.102504 9.287974 8.318974 12.625976 1 0 0 0
2.268958 -1.074773 12.218804 -4.61874 1 0 0 0
13.77701 -6.643 2.600541 -3.530021 1 0 0 0
3.449803 13.723022 8.028445 19.828357 1 0 0 0
11.843707 9.665857 9.62968 19.149932 1 0 0 0
4.681461 1.439245 8.896726 17.757982 1 0 0 0
-3.218094 9.100366 11.181982 15.67604 1 0 0 0
19.019585 -5.771068 -2.553472 5.818783 1 0 0 0
2.873207 12.549203 9.431678 22.260186 1 0 0 0
10.036878 -0.040009 9.723451 7.306393 1 0 0 0
4.880597 -2.852493 6.512545 25.602848 1 0 0 0
11.313421 3.538544 10.096484 10.9053 1 0 0 0
1.715628 -4.166413 5.31634 13.331802 1 0 0 0
4.637617 13.097067 9.917068 23.561166 1 0 0 0
-6.884906 10.662896 9.82674 18.400506 1 0 0 0
-0.951983 7.048034 5.908055 0.570561 1 0 0 0
34.504972 -1.606369 -6.419129 -5.253746 1 0 0 0
10.484941 8.409487 3.909089 21.882899 1 0 0 0
3.769709 5.735737 5.715602 22.063038 1 0 0 0
0.539851 12.369853 9.937413 16.56809 1 0 0 0
-1.908316 6.673323 5.225681 14.864716 1 0 0 0
3.654264 12.57007 10.86853 23.114479 1 0 0 0
10.509509 4.33007 6.19109 11.944944 1 0 0 0
4.832019 12.374196 11.555358 14.798568 1 0 0 0
10.653817 -1.341283 8.367771 -1.065845 1 0 0 0
13.487644 4.377012 7.025263 -2.178258 1 0 0 0
19.655551 1.491307 4.459479 10.676367 1 0 0 0
14.030146 7.509707 4.526827 5.163586 1 0 0 0
-2.197168 8.171879 9.673792 7.744612 1 0 0 0
-16.127698 9.253206 11.726137 11.977857 1 0 0 0
7.29576 4.539018 7.48319 5.495202 1 0 0 0
17.722132 4.785496 3.45564 4.138077 1 0 0 0
18.178933 4.400385 5.769733 10.069283 1 0 0 0
1.013367 10.466068 8.015815 16.690837 1 0 0 0
25.729446 -0.6698 3.493033 -0.911117 1 0 0 0
-10.521369 3.808088 6.16258 26.028747 1 0 0 0
-0.514098 5.572668 4.295551 16.062693 1 0 0 0
-18.039842 23.899925 15.678644 25.710658 1 0 0 0
12.523455 4.641768 8.29963 15.625559 1 0 0 0
16.749927 -9.463904 1.183365 -10.447631 1 0 0 0
14.218012 6.769781 9.779596 8.947418 1 0 0 0
3.589881 6.895985 11.896847 19.296969 1 0 0 0
28.894104 2.570207 6.425461 1.418877 1 0 0 0
23.100766 0.835041 3.111166 2.466993 1 0 0 0
0.208704 9.963774 7.702552 18.062976 1 0 0 0
