A B C D classA classB
0.515 -3.892 -1.179 -3.745 1 0
-2.079 -3.368 -2.176 -3.306 1 0
0.811 -3.906 -1.932 -3.49 1 0
-0.444 -3.996 -0.117 -4.019 1 0
-2.274 -3.354 3.555 -1.945 1 0
3.115 -2.641 2.397 -3.306 1 0
3.445 -2.25 -0.91 -4.013 1 0
1.276 -3.945 -1.16 -3.981 1 0
-2.065 -3.632 0.578 -4.138 1 0
3.271 -2.649 3.564 -2.239 1 0
-0.135 -4.238 1.218 -4.062 1 0
2.1 -3.72 2.908 -3.13 1 0
0.898 -4.209 3.441 -2.584 1 0
0.57 -4.297 2.214 -3.727 1 0
2.587 -3.517 -0.844 -4.284 1 0
0.536 -4.365 -0.088 -4.397 1 0
3.208 -3.054 2.614 -3.575 1 0
4.46 0.02 3.716 -2.467 1 0
4.308 -1.273 3.417 -2.916 1 0
4.517 -0.234 4.134 -1.835 1 0
3.219 -3.223 4.512 -0.625 1 0
2.918 -3.538 4.545 0.61 1 0
2.427 -3.928 4.285 1.721 1 0
3.783 -2.702 3.53 -3.025 1 0
3.675 -2.899 4.21 -2.045 1 0
4.574 -1.13 4.691 -0.438 1 0
3.953 -2.621 4.229 -2.149 1 0
4.073 -2.492 3.664 3.062 1 0
3.944 2.746 4.123 2.469 1 0
-1.58 -0.615 -1.694 -0.082 0 1
-1.662 -0.472 -1.718 0.181 0 1
-1.503 -0.913 -1.753 -0.137 0 1
-1.397 -1.119 -1.712 -0.522 0 1
-1.771 -0.427 -1.804 0.249 0 1
-0.859 -1.642 -1.508 -1.076 0 1
-1.854 -0.336 -1.846 0.377 0 1
-1.857 -0.472 -1.762 -0.751 0 1
-1.505 -1.235 -1.702 0.946 0 1
-1.895 -0.568 -1.953 -0.317 0 1
-1.254 -1.571 -1.985 0.317 0 1
-0.169 -2.034 -1.975 -0.516 0 1
-1.787 -1.051 0.131 -2.069 0 1
-2.087 0.268 -1.051 -1.823 0 1
0.266 -2.119 -0.732 -2.006 0 1
-0.234 -2.154 0.965 -1.94 0 1
-2.183 -0.256 0.214 -2.188 0 1
-1.388 -1.745 -0.614 -2.144 0 1
-0.674 -2.158 -2.194 -0.548 0 1
0.078 -2.291 -0.794 -2.151 0 1
1.645 -1.642 0.087 -2.322 0 1
1.722 -1.607 -1.35 -1.931 0 1
-0.802 -2.248 -0.182 -2.38 0 1
-0.944 -2.226 0.509 -2.364 0 1
0.599 -2.375 -0.989 -2.241 0 1
0.913 -2.307 -0.419 -2.446 0 1
0.148 -2.508 -1.799 -1.754 0 1
1.274 -2.202 -0.585 -2.476 0 1
-0.54 -2.518 -0.503 -2.526 0 1
1.836 -1.851 -0.427 -2.572 0 1
2.567 -0.61 1.263 -2.316 0 1
2.29 -1.373 1.451 -2.241 0 1
1.768 -2.042 0.055 -2.701 0 1
0.295 -2.717 1.333 -2.385 0 1
-2.278 -1.566 0.778 -2.652 0 1
1.752 -2.178 -0.228 -2.786 0 1
-0.552 -2.772 0.858 -2.693 0 1
2.241 -1.774 2.381 -1.581 0 1
1.035 -2.698 2.248 -1.815 0 1
2.909 -0.263 2.796 -0.844 0 1
2.261 -1.898 2.631 -1.339 0 1
1.747 -2.419 2.463 -1.684 0 1
2.822 1.061 2.468 -1.732 0 1
2.801 -1.198 2.317 -1.979 0 1
2.868 -1.117 3.028 0.551 0 1
3.047 -0.619 2.97 -0.921 0 1
3.119 -0.374 2.72 -1.571 0 1
3.172 -0.024 3.098 -0.682 0 1
1.921 2.564 3.153 0.567 0 1
1.854 -2.651 3.159 -0.697 0 1
0.928 -3.132 3.213 -0.591 0 1
3.172 -0.901 3.229 0.671 0 1
3.027 1.386 2.989 1.467 0 1
2.952 1.607 2.739 1.947 0 1
3.298 0.792 -0.596 3.34 0 1
2.828 -1.93 3.351 0.702 0 1
3.282 -1.079 2.915 1.856 0 1
2.873 1.976 3.42 0.68 0 1
0.945 3.389 2.131 2.799 0 1
3.199 1.537 1.698 3.117 0 1
2.767 2.273 0.226 3.574 0 1
0.765 3.53 0.678 3.548 0 1
3.518 0.947 3.156 1.821 0 1
1.912 3.138 3.176 1.849 0 1
3.446 1.364 3.419 1.431 0 1
2.635 2.651 1.117 3.567 0 1
0.415 3.746 2.626 2.704 0 1
1.946 3.265 1.432 3.521 0 1
2.458 2.94 2.022 3.255 0 1
0.565 3.822 0.73 3.794 0 1
0.195 3.89 1.821 3.443 0 1
0.423 3.903 3.135 2.363 0 1
1.87 3.488 0.343 3.943 0 1
0.452 3.963 3.849 1.047 0 1
0.313 4.008 2.593 3.073 0 1
-1.911 3.573 -2.282 3.348 0 1
-2.795 2.977 0.155 4.08 0 1
-3.065 2.745 -0.673 4.059 0 1
-2.959 2.905 -4.118 0.482 0 1
-0.715 4.116 -2.542 3.315 0 1
-3.324 2.582 -0.076 4.208 0 1
0.191 4.236 -3.671 2.123 0 1
-0.913 4.173 -2.261 3.625 0 1
-2.092 3.76 -1.921 3.851 0 1
-3.569 2.46 -2.262 3.698 0 1
-4.364 0.124 -0.002 4.366 0 1
-3.194 3.023 0.454 4.374 0 1
-2.437 3.698 -4.425 -0.191 0 1
-4.218 1.452 -3.526 2.732 0 1
-2.366 3.818 -3.499 2.817 0 1
-1.717 4.185 -3.159 3.237 0 1
-3.857 2.422 -3.517 2.894 0 1
-4.58 0.235 -3.664 2.758 0 1
-4.402 -1.394 -2.368 3.964 0 1
-4.649 0.019 -4.633 -0.381 0 1
-3.809 2.72 -4.535 -1.156 0 1
-4.262 -2.008 -3.775 2.819 0 1
-3.822 -2.809 -4.682 0.759 0 1
-4.774 -0.074 -4.763 -0.326 0 1
-4.285 -2.177 -4.462 1.785 0 1
1.696 -0.023 1.667 0.313 1 0
1.679 -0.404 1.05 -1.372 1 0
1.713 0.399 1.751 -0.162 1 0
1.782 0.173 1.778 0.204 1 0
1.762 -0.46 1.498 1.036 1 0
1.291 1.33 1.757 0.59 1 0
1.853 0.342 1.652 0.907 1 0
0.809 1.736 1.51 1.179 1 0
0.824 1.764 0.28 1.927 1 0
1.937 0.402 0.022 1.978 1 0
1.052 1.713 1.961 0.439 1 0
1.951 -0.601 1.901 0.744 1 0
0.006 2.073 1.823 0.987 1 0
0.728 1.974 1.041 1.829 1 0
1.785 1.172 1.197 1.769 1 0
1.083 1.877 -0.31 2.145 1 0
2.191 -0.183 0.706 2.082 1 0
-0.948 2.018 2.211 0.286 1 0
0.724 2.142 1.098 1.977 1 0
1.624 1.618 -0.932 2.095 1 0
0.272 2.308 1.777 1.498 1 0
1.46 1.848 -0.055 2.355 1 0
1.48 1.873 -0.536 2.326 1 0
-1.107 2.15 -0.139 2.414 1 0
0.949 2.258 0.129 2.446 1 0
-0.262 2.467 -1.553 1.935 1 0
-0.932 2.333 -2.055 1.445 1 0
-0.985 2.346 1.312 2.18 1 0
-0.445 2.537 -1.382 2.173 1 0
-1.493 2.137 1.311 2.253 1 0
-1.427 2.219 -0.785 2.519 1 0
0.497 2.623 -2.244 1.447 1 0
-1.613 2.167 -2.155 1.628 1 0
-1.327 2.389 -1.878 1.985 1 0
-1.383 2.393 -0.034 2.764 1 0
-1.336 2.456 -2.473 1.304 1 0
-1.933 2.062 -1.601 2.329 1 0
-0.848 2.73 -1.139 2.622 1 0
-1.673 2.356 -2.83 0.584 1 0
-1.837 2.271 -1.502 2.505 1 0
-2.878 0.66 -2.935 0.317 1 0
-1.823 2.362 -2.107 2.113 1 0
-0.719 2.928 -2.819 1.069 1 0
-1.476 2.665 -2.858 1.056 1 0
-3.022 -0.585 -2.261 2.088 1 0
-3.067 0.51 -1.754 -2.567 1 0
-2.937 1.113 -3.137 0.161 1 0
-3.115 -0.602 1.666 2.7 1 0
-3.167 -0.485 -1.886 2.59 1 0
-3.01 1.187 -3.031 1.132 1 0
-3.077 1.098 -3.163 0.817 1 0
-3.225 -0.689 -1.838 -2.738 1 0
-3.327 0.132 -3.097 1.223 1 0
-2.643 -2.076 -3.296 0.657 1 0
-3.107 -1.362 -2.878 -1.796 1 0
-3.413 -0.275 -2.192 -2.63 1 0
-3.417 -0.513 -2.916 -1.853 1 0
-2.17 -2.729 -3.486 0.077 1 0
-2.636 -2.33 -3.349 -1.077 1 0
-3.126 -1.681 -1.77 -3.076 1 0
-3.049 -1.878 -3.546 -0.497 1 0
0.105 -3.611 -0.691 -3.545 1 0
0.394 -3.622 -3.199 -1.744 1 0
-2.611 -2.586 -2.739 -2.45 1 0
-2.784 -2.447 -3.08 -2.061 1 0
-0.527 -3.701 -3.325 -1.708 1 0
-0.036 -3.769 -2.742 -2.586 1 0
-2.168 -3.122 -1.759 -3.369 1 0
-1.225 -3.631 -0.969 -3.708 1 0
1.053 -3.717 -3.183 -2.19 1 0
0.135 -3.893 -1.11 -3.733 1 0
0.92 -3.817 -1.156 -3.752 1 0
-0.479 -3.929 -1.228 -3.762 1 0
-0.819 -3.904 -0.557 -3.95 1 0
-0.349 -4.005 -0.346 -4.006 1 0
1.83 -3.615 0.795 -3.973 1 0
1.493 -3.801 0.478 -4.055 1 0
0.013 -4.115 0.247 -4.107 1 0
-0.634 -4.097 -1.008 -4.022 1 0
2.109 -3.606 3.752 -1.838 1 0
1.492 -3.936 0.38 -4.192 1 0
3.258 -2.714 2.155 -3.652 1 0
0.759 -4.204 3.396 -2.591 1 0
1.341 -4.089 4.151 -1.135 1 0
0.464 -4.31 4.302 -0.528 1 0
3.213 -2.957 2.94 -3.228 1 0
1.157 -4.243 2.387 -3.693 1 0
-0.79 -4.358 4.262 -1.205 1 0
2.779 -3.489 3.609 -2.621 1 0
4.209 -1.569 3.662 -2.602 1 0
4.405 -1.027 4.509 0.353 1 0
3.593 -2.8 -1.207 -4.392 1 0
-0.146 -4.584 4.163 -1.924 1 0
4.617 0.039 4.162 -1.999 1 0
4.492 -1.198 4.324 -1.707 1 0
3.293 -3.325 4.608 0.818 1 0
4.668 0.641 3.024 -3.613 1 0
4.304 -1.994 3.298 -3.409 1 0
4.771 0.185 4.771 -0.181 1 0
4.799 0.263 4.486 1.724 1 0
-1.599 -0.564 -1.478 0.831 0 1
-1.718 -0.174 -0.969 1.43 0 1
-1.754 0.124 -1.699 -0.452 0 1
-1.685 0.603 -1.583 -0.835 0 1
-1.52 -1.004 -1.423 -1.137 0 1
-1.105 -1.488 -1.16 -1.445 0 1
-1.878 0.156 -1.494 -1.148 0 1
-1.827 -0.577 -1.89 0.315 0 1
-1.947 0.012 -1.672 -0.999 0 1
-1.969 -0.195 -0.863 -1.781 0 1
-1.928 -0.567 -1.107 -1.677 0 1
-2.008 0.367 -0.698 -1.918 0 1
-0.278 -2.054 -0.217 -2.061 0 1
-0.366 -2.072 -1.993 -0.674 0 1
-1.72 -1.266 -2.034 -0.65 0 1
-1.151 -1.836 0.275 -2.15 0 1
-1.802 -1.259 -1.449 -1.653 0 1
-2.211 0.287 -2.095 -0.765 0 1
-1.131 -1.958 -0.563 -2.19 0 1
-0.065 -2.292 -1.568 -1.672 0 1
-0.79 -2.186 -0.402 -2.289 0 1
-0.385 -2.324 0.255 -2.342 0 1
-0.212 -2.377 -1.005 -2.165 0 1
-1.587 -1.825 -0.029 -2.418 0 1
-1.702 -1.762 -1.459 -1.968 0 1
-1.462 -2.005 -0.37 -2.454 0 1
-0.622 -2.434 0.206 -2.504 0 1
0.567 -2.48 2.061 -1.491 0 1
-0.37 -2.549 1.388 -2.169 0 1
-0.552 -2.548 1.155 -2.337 0 1
-0.513 -2.588 1.135 -2.382 0 1
0.925 -2.504 1.985 -1.785 0 1
1.052 -2.488 -1.763 -2.047 0 1
-0.327 -2.713 2.084 -1.767 0 1
-0.2 -2.757 0.558 -2.707 0 1
-0.06 -2.795 1.692 -2.225 0 1
-0.364 -2.803 -0.245 -2.816 0 1
0.91 -2.709 2.586 -1.218 0 1
1.865 -2.207 1.877 -2.197 0 1
2.72 -1.065 1.457 -2.532 0 1
1.545 -2.516 2.767 -1.03 0 1
0.909 -2.842 2.623 -1.423 0 1
2.071 -2.192 2.385 -1.844 0 1
3.038 0.235 1.517 -2.642 0 1
2.675 1.523 3.033 -0.522 0 1
2.905 -1.108 1.683 -2.615 0 1
3.017 0.875 3.035 0.81 0 1
3.148 -0.394 3.145 -0.418 0 1
2.529 -1.967 2.922 1.313 0 1
2.454 2.108 2.553 -1.988 0 1
2.606 1.969 2.935 -1.434 0 1
3.296 -0.119 2.635 1.984 0 1
3.314 -0.322 3.284 -0.549 0 1
1.643 2.932 3.334 -0.426 0 1
3.386 0.206 3.092 -1.395 0 1
3.28 0.983 3.239 1.11 0 1
3.454 0.085 2.71 2.143 0 1
3.447 0.524 2.959 1.843 0 1
3.091 1.679 2.532 2.442 0 1
3.539 0.269 3.378 1.091 0 1
2.347 2.704 1.579 3.214 0 1
3.085 1.878 3.334 1.389 0 1
2.359 2.776 2.343 2.79 0 1
3.573 0.859 3.036 2.071 0 1
1.707 3.29 2.735 2.501 0 1
2.917 2.337 3.36 1.638 0 1
1.837 3.292 0.371 3.751 0 1
1.873 3.307 0.519 3.765 0 1
1.133 3.661 2.839 2.574 0 1
1.503 3.559 0.86 3.766 0 1
3.635 1.4 1.881 3.411 0 1
2.512 3.018 0.064 3.926 0 1
0.128 3.956 2.911 2.681 0 1
2.766 2.874 2.614 3.013 0 1
0.518 3.987 -1.243 3.824 0 1
-2.408 3.259 0.362 4.036 0 1
1.129 3.924 1.147 3.919 0 1
0.839 4.028 -2.035 3.577 0 1
-2.297 3.452 -3.088 2.767 0 1
2.184 3.561 -0.608 4.133 0 1
-0.04 4.209 0.344 4.195 0 1
2.389 3.503 -1.995 3.742 0 1
1.035 4.145 -0.389 4.254 0 1
1.139 4.15 -3.576 2.394 0 1
-0.297 4.325 -1.363 4.115 0 1
0.26 4.358 0.472 4.341 0 1
-3.212 3.004 -3.795 2.221 0 1
-3.676 2.47 -0.343 4.416 0 1
-4.424 0.571 -4.408 0.679 0 1
-4.265 1.409 -4.204 1.582 0 1
-3.843 2.385 -3.368 3.019 0 1
-3.771 2.555 -4.396 1.191 0 1
-4.56 -0.488 2.629 3.757 0 1
-4.582 -0.574 -4.455 1.214 0 1
-4.301 1.765 -4.233 1.922 0 1
-2.235 4.112 -4.179 2.107 0 1
-4.664 -0.67 -4.709 0.16 0 1
-3.795 2.845 -4.711 0.554 0 1
-4.253 -2.169 -4.087 2.468 0 1
-4.512 -1.655 -4.186 -2.362 0 1
1.644 -0.416 1.375 -0.993 1 0
1.166 1.274 1.691 -0.35 1 0
1.431 1.022 1.731 0.309 1 0
1.333 1.195 1.036 1.459 1 0
1.781 0.381 1.632 0.809 1 0
1.663 0.817 1.842 0.196 1 0
1.762 0.668 1.693 0.827 1 0
1.781 0.707 1.911 -0.137 1 0
0.976 1.685 1.798 -0.746 1 0
1.682 -1.042 1.573 1.2 1 0
1.937 -0.538 1.987 -0.304 1 0
1.943 0.626 1.876 0.805 1 0
1.406 1.523 1.277 1.633 1 0
-0.654 2.0 0.457 2.054 1 0
1.993 -0.768 1.229 1.747 1 0
2.015 0.797 2.158 0.2 1 0
1.833 1.214 2.13 0.544 1 0
-0.6 2.147 0.182 2.222 1 0
-1.402 1.774 -0.17 2.255 1 0
1.192 1.958 0.591 2.215 1 0
2.154 0.873 1.727 1.555 1 0
1.303 1.962 0.315 2.334 1 0
-2.114 1.109 0.04 2.387 1 0
0.131 2.415 1.453 1.933 1 0
0.12 2.447 1.982 1.44 1 0
1.615 1.884 -0.988 2.276 1 0
-0.833 2.37 -0.61 2.437 1 0
0.624 2.466 1.299 2.187 1 0
-0.906 2.411 1.692 1.941 1 0
-0.586 2.54 -1.71 1.967 1 0
0.193 2.631 -2.11 1.584 1 0
1.395 2.276 -2.558 0.765 1 0
1.293 2.371 -1.577 2.193 1 0
1.187 2.461 1.511 2.277 1 0
0.008 2.764 -1.665 2.206 1 0
-0.891 2.649 -0.43 2.762 1 0
-2.361 1.555 -0.602 2.762 1 0
-0.597 2.795 -1.505 2.43 1 0
-2.713 0.994 -2.424 1.573 1 0
-1.744 2.343 -0.488 2.88 1 0
-1.477 2.556 -2.757 1.056 1 0
-2.648 1.376 -2.907 0.671 1 0
-2.91 -0.79 -2.749 1.239 1 0
-2.427 1.841 -2.359 1.928 1 0
-2.027 2.317 -2.026 2.318 1 0
-3.092 0.329 -2.499 1.851 1 0
-2.852 -1.317 -3.133 0.223 1 0
-3.172 0.004 -1.934 2.515 1 0
-2.321 2.209 -3.196 -0.216 1 0
-3.057 1.058 -3.212 -0.388 1 0
-3.266 -0.027 -1.839 -2.699 1 0
-3.195 -0.819 -2.746 -1.826 1 0
-0.863 -3.216 -2.48 -2.222 1 0
-3.048 -1.415 -2.774 1.898 1 0
-0.751 -3.308 -2.625 -2.148 1 0
-3.385 -0.51 -1.848 2.882 1 0
-1.938 -2.861 -2.249 -2.623 1 0
-2.49 -2.44 -2.849 -2.01 1 0
-2.313 -2.651 -1.977 -2.91 1 0
-2.897 -2.05 -1.784 -3.068 1 0
-3.547 -0.492 -1.025 -3.431 1 0
-3.612 -0.06 -3.584 -0.446 1 0
-2.213 -2.894 -1.44 -3.347 1 0
-3.498 -1.126 -3.331 -1.552 1 0
-3.278 -1.731 -1.897 -3.184 1 0
-3.369 -1.618 -2.317 -2.933 1 0
-1.634 -3.397 -2.106 -3.126 1 0
-1.86 -3.315 -1.233 -3.595 1 0
-3.677 -1.079 -1.234 -3.628 1 0
0.091 -3.862 -3.759 -0.893 1 0
-3.86 -0.517 2.927 -2.569 1 0
-2.127 -3.3 1.377 -3.677 1 0
-1.487 -3.668 -1.794 -3.528 1 0
0.845 -3.899 -3.299 -2.243 1 0
-2.173 -3.383 -0.1 -4.019 1 0
0.9 -3.951 -0.063 -4.052 1 0
-1.383 -3.842 -0.679 -4.027 1 0
-2.939 -2.88 -1.622 -3.782 1 0
3.03 -2.83 3.223 -2.608 1 0
2.188 -3.559 -1.414 -3.931 1 0
-0.223 -4.203 2.535 -3.36 1 0
3.824 -1.833 0.983 -4.125 1 0
1.297 -4.07 2.103 -3.718 1 0
1.731 -3.94 2.508 -3.497 1 0
1.364 -4.115 2.07 -3.809 1 0
3.18 -2.992 4.348 -0.401 1 0
3.506 -2.654 2.508 -3.612 1 0
0.977 -4.32 2.964 -3.291 1 0
3.649 -2.566 3.752 -2.412 1 0
2.958 -3.38 4.461 0.526 1 0
4.086 -1.94 4.356 -1.217 1 0
4.537 -0.404 4.553 -0.131 1 0
4.423 -1.211 3.997 -2.248 1 0
2.402 -3.943 4.252 -1.8 1 0
3.637 -2.896 4.507 -1.141 1 0
4.535 -1.157 2.687 -3.832 1 0
2.88 3.729 4.45 -1.549 1 0
4.737 0.244 4.301 -1.999 1 0
3.474 3.275 4.774 0.077 1 0
4.754 0.708 4.8 -0.244 1 0
-1.556 -0.673 -1.604 0.551 0 1
-1.724 0.113 -1.677 -0.415 0 1
-1.749 -0.186 -1.549 -0.833 0 1
-1.768 0.277 -1.784 0.146 0 1
-1.186 -1.382 -1.717 -0.607 0 1
-1.061 -1.519 -1.843 -0.187 0 1
-1.794 -0.576 -1.697 -0.819 0 1
-1.916 0.012 -1.916 -0.006 0 1
-0.729 -1.806 -1.581 -1.137 0 1
-0.813 -1.804 -1.799 0.824 0 1
-1.858 -0.768 -1.719 -1.041 0 1
-1.697 -1.135 -1.899 -0.75 0 1
-1.002 -1.814 -0.854 -1.889 0 1
-1.729 -1.199 -1.52 -1.456 0 1
-0.12 -2.132 -1.904 -0.968 0 1
-1.074 -1.882 -1.343 -1.701 0 1
-1.972 -0.972 0.372 -2.167 0 1
-0.572 -2.155 -0.692 -2.12 0 1
-0.558 -2.191 -1.445 -1.739 0 1
0.26 -2.278 -2.012 -1.099 0 1
-2.205 -0.736 -0.405 -2.288 0 1
0.014 -2.355 -0.083 -2.354 0 1
0.129 -2.383 0.345 -2.362 0 1
-0.63 -2.335 0.47 -2.372 0 1
-2.448 -0.094 0.867 -2.291 0 1
0.444 -2.441 -0.406 -2.448 0 1
0.825 -2.373 -1.475 -2.034 0 1
-0.143 -2.54 1.195 -2.246 0 1
0.835 -2.436 0.023 -2.575 0 1
0.145 -2.603 -0.473 -2.564 0 1
0.808 -2.511 2.105 -1.59 0 1
0.334 -2.649 1.405 -2.27 0 1
1.993 -1.823 1.939 -1.881 0 1
1.963 -1.9 -0.616 -2.662 0 1
1.726 -2.159 1.229 -2.476 0 1
2.054 -1.896 2.069 -1.88 0 1
-1.363 -2.477 -0.72 -2.733 0 1
2.753 -0.768 2.846 -0.265 0 1
2.804 -0.697 0.661 -2.813 0 1
2.145 -1.983 2.697 -1.121 0 1
0.879 -2.818 2.707 1.18 0 1
1.24 -2.714 1.971 -2.24 0 1
2.286 -1.966 1.051 -2.826 0 1
1.502 -2.651 2.483 -1.766 0 1
3.006 -0.663 2.998 0.699 0 1
2.259 2.137 2.794 -1.364 0 1
2.567 -1.81 2.726 -1.56 0 1
2.831 -1.431 3.02 -0.97 0 1
2.875 -1.414 3.181 0.379 0 1
3.226 -0.243 3.031 1.131 0 1
3.136 0.914 2.853 1.591 0 1
3.296 0.122 3.192 0.829 0 1
1.495 2.975 3.249 -0.725 0 1
3.293 -0.672 3.341 -0.365 0 1
3.128 1.313 3.27 -0.903 0 1
2.93 1.771 3.255 1.061 0 1
2.172 2.687 3.031 -1.658 0 1
3.467 -0.37 3.418 0.688 0 1
1.922 2.946 3.403 -0.893 0 1
3.278 1.36 2.566 2.453 0 1
3.272 1.455 2.49 2.573 0 1
2.435 2.668 2.997 2.017 0 1
3.252 1.643 3.379 1.364 0 1
3.39 1.42 -0.149 3.672 0 1
1.968 3.141 3.229 1.82 0 1
-0.265 3.728 1.637 3.36 0 1
1.577 3.423 0.508 3.735 0 1
-1.321 3.564 2.413 2.937 0 1
0.032 3.832 3.297 1.953 0 1
-0.189 3.859 -0.704 3.799 0 1
3.695 1.231 -1.376 3.644 0 1
-1.373 3.678 3.39 1.982 0 1
-0.873 3.86 2.498 3.07 0 1
1.884 3.516 -1.464 3.711 0 1
1.986 3.496 1.166 3.848 0 1
-2.695 3.026 -1.849 3.606 0 1
-0.442 4.059 -0.811 4.002 0 1
0.141 4.112 2.286 3.421 0 1
1.336 3.925 -0.16 4.143 0 1
-1.316 3.965 -2.589 3.279 0 1
-1.819 3.796 1.474 3.942 0 1
-2.383 3.508 -1.976 3.752 0 1
-0.347 4.258 -0.891 4.178 0 1
-2.061 3.777 -2.228 3.682 0 1
-1.276 4.143 -3.869 1.955 0 1
-1.908 3.927 -2.676 3.45 0 1
-3.824 2.171 0.741 4.335 0 1
-4.321 0.971 -0.749 4.365 0 1
-4.413 0.651 -2.395 3.763 0 1
-4.247 1.462 -4.023 1.997 0 1
-4.459 -0.758 -4.495 -0.505 0 1
-1.889 4.145 -4.542 -0.339 0 1
-1.035 4.468 -4.352 1.445 0 1
-4.423 -1.325 -2.03 4.147 0 1
-3.866 2.581 -4.587 -0.757 0 1
-1.682 4.368 -3.809 -2.72 0 1
-4.377 1.743 -4.219 -2.097 0 1
-4.477 1.568 -3.79 -2.852 0 1
-3.512 -3.235 -4.175 2.316 0 1
-4.353 2.038 -4.806 0.009 0 1
1.667 -0.31 1.696 0.023 1 0
1.571 -0.717 1.606 -0.636 1 0
0.31 1.731 1.664 -0.568 1 0
1.731 0.455 1.729 0.463 1 0
0.935 1.563 1.815 -0.155 1 0
1.213 -1.401 1.584 0.961 1 0
1.663 0.887 1.78 -0.618 1 0
1.228 1.47 1.283 1.422 1 0
0.964 1.692 -0.108 1.944 1 0
1.533 1.251 1.885 0.602 1 0
1.777 0.939 1.615 1.197 1 0
1.163 1.678 -0.056 2.041 1 0
0.801 1.912 1.242 1.66 1 0
1.474 1.502 2.104 0.027 1 0
2.066 0.542 0.315 2.112 1 0
-0.118 2.164 1.579 1.485 1 0
1.794 1.271 0.566 2.124 1 0
0.664 2.129 1.864 1.224 1 0
0.907 2.071 -1.303 1.848 1 0
2.072 0.982 1.772 1.454 1 0
1.185 1.999 1.958 1.252 1 0
0.034 2.355 0.165 2.35 1 0
0.671 2.291 -0.766 2.261 1 0
0.224 2.408 -0.447 2.377 1 0
-1.153 2.161 0.98 2.245 1 0
2.461 0.319 -1.457 2.008 1 0
-0.868 2.358 1.742 1.811 1 0
0.044 2.544 -0.936 2.365 1 0
-0.59 2.507 -0.633 2.496 1 0
-0.106 2.605 -1.357 2.226 1 0
-2.092 1.607 -0.739 2.533 1 0
-2.142 1.593 -2.638 -0.41 1 0
-0.175 2.695 -2.081 1.722 1 0
-0.006 2.733 -1.975 1.888 1 0
0.018 2.764 -2.584 0.981 1 0
-1.949 2.004 -2.11 1.834 1 0
-1.833 2.152 -2.775 0.537 1 0
-1.828 2.197 -2.494 1.395 1 0
-1.436 2.507 -1.655 2.369 1 0
-2.032 2.098 -0.74 2.826 1 0
-0.385 2.927 -2.591 1.416 1 0
-2.672 1.327 -2.45 1.703 1 0
-2.974 0.499 -1.902 2.34 1 0
-3.001 0.525 -1.392 2.71 1 0
-3.004 0.67 -2.821 1.232 1 0
-3.078 0.439 -3.09 0.349 1 0
-2.437 1.982 -3.131 0.244 1 0
-2.129 2.352 -2.727 1.621 1 0
-3.204 -0.004 -2.723 -1.688 1 0
-3.22 -0.31 -2.633 -1.88 1 0
-3.229 -0.492 -3.257 -0.245 1 0
-3.026 -1.312 -3.203 -0.785 1 0
-3.245 0.745 -2.965 1.514 1 0
-1.427 -3.043 -2.975 -1.563 1 0
-3.243 0.994 -2.783 -1.94 1 0
-2.753 -2.035 -3.393 -0.455 1 0
-3.059 -1.607 -3.234 -1.217 1 0
-3.277 -1.19 -3.234 -1.303 1 0
-2.159 -2.778 -1.645 -3.11 1 0
-3.5 -0.587 -3.325 -1.243 1 0
-3.492 -0.791 -3.318 -1.347 1 0
-1.253 -3.388 -1.473 -3.298 1 0
-3.583 -0.66 -3.434 -1.218 1 0
-1.604 -3.307 0.013 -3.675 1 0
-3.615 -0.817 -3.035 -2.128 1 0
-3.208 -1.918 -2.581 -2.704 1 0
-3.019 -2.257 0.668 -3.71 1 0
-2.561 -2.808 -3.473 -1.543 1 0
-3.515 -1.525 -0.417 -3.809 1 0
-2.305 -3.1 -3.794 -0.731 1 0
-2.256 -3.175 1.224 -3.698 1 0
-2.622 -2.923 0.789 -3.846 1 0
-1.275 -3.747 -1.364 -3.715 1 0
-1.881 -3.518 -0.803 -3.908 1 0
1.8 -3.595 -0.343 -4.006 1 0
-2.448 -3.229 0.349 -4.037 1 0
-1.087 -3.936 -1.982 -3.57 1 0
-0.817 -4.033 1.098 -3.966 1 0
-1.566 -3.839 -0.932 -4.04 1 0
-0.432 -4.155 1.355 -3.952 1 0
2.28 -3.538 0.683 -4.153 1 0
-0.065 -4.24 4.238 0.154 1 0
1.025 -4.147 2.456 -3.495 1 0
3.724 -2.157 1.51 -4.03 1 0
1.581 -4.036 3.039 -3.091 1 0
-1.671 -4.034 3.299 -2.86 1 0
4.244 -1.153 2.503 -3.616 1 0
2.882 -3.363 2.761 -3.463 1 0
1.817 -4.074 3.4 -2.887 1 0
2.581 -3.677 -0.21 -4.487 1 0
4.446 -0.834 2.937 -3.44 1 0
4.082 -2.021 3.756 -2.577 1 0
2.539 -3.819 4.552 -0.558 1 0
4.489 -1.08 3.766 2.672 1 0
4.113 -2.167 4.543 0.986 1 0
2.876 -3.692 4.664 0.388 1 0
1.985 -4.273 4.129 2.27 1 0
3.766 -2.884 3.921 -2.668 1 0
4.485 -1.638 4.477 -1.658 1 0
4.54 -1.576 4.437 -1.847 1 0
-1.496 -0.799 -1.54 -0.711 0 1
-1.486 -0.881 -1.608 -0.631 0 1
-1.654 -0.598 -1.748 0.191 0 1
-1.63 -0.74 -1.784 0.145 0 1
-1.472 -1.073 -1.816 0.145 0 1
